mood,Pytanie_otwarte,URL,Device type,System,Browser,,,oceny,wystąpień,% odpowiedzi,,,,,Desktop,Telefon,Tablet,Nieznane
2,czarna,https://allegro.pl/listing?string=KLAPKA%20BATERII%20OBUDOWA%20TYLNA%20LUMIA%20610%20ORYGINA%C5%81%20FV&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,znalez moje zapytanie. a nie inne firmy,https://allegro.pl/narzedzia-1536?string=%20wkr%C4%99tarka%20akumulatorowa%20black%24%26decker%2010%2C8v&order=d&bmatch=base-relevance-floki-5-nga-hou-1-1-0203&buyNew=1,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=06b%20109%20217%20b&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/czesci-samochodowe-kola-felgi-18730?string=felgi14%20opel%20corsa%20c%202003&order=m&bmatch=base-relevance-floki-5-nga-aut-1-2-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,dokładniejsze wg zapytania,https://allegro.pl/listing?string=waza%20krzysztof%20daphne&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,POJEDTŃCZE ELEMĘTY NIE KOMPLETY,https://allegro.pl/listing?string=przeguby%20wewn%C4%99trzne%20vw%20golf%20IV%201%2C6B&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
2,"wpisałem ""kontakt podszafkowy"" wyszukało jedynie ""podszafkowy"" i pokazały się same okapy...",https://allegro.pl/listing?string=kontakt%20podszafkowy&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=radio%20navi%20audi%20a3%208l&order=p&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/odziez-damska-76033?string=komplet%20dresowy%20damski%20roz%2046&order=m&bmatch=s0-odz-1-4-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=POKROWCE%20SAMOCHODOWE%20LUX%20OPEL%20CORSA%20B%20ASTRA%20I%20F&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,szukam osuszacza znalazłem sprężarki,https://allegro.pl/listing?string=idealny%20osuszacz%20zi%C4%99bniczy%20do%20spr%C4%99%C5%BConego%20powietrza&order=p&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/czytniki-ebookow-akcesoria-110213?string=kindle%20paperwhite%203%20oryginalne%20etui&order=m&bmatch=base-relevance-floki-5-nga-ele-1-1-0403,Desktop,Win7,IE 11,,,,,,,,,,,,,
2,Wyniki powinny pokrywac to co wpisalm a nie szereg innych przedmiotów,https://allegro.pl/listing?string=wklad%20lusterka%20volvo%2040%20kombi&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Ubuntu,Chrome 55.0.2883.87,,,,,,,,,,,,,
2,,https://allegro.pl/narzedzia-agregaty-pradotworcze-147642?string=tabela%20z%20pr%C4%85du&order=qd&bmatch=base-relevance-floki-5-nga-hou-1-5-0203,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,A żeby były takie cośe do gry a nie jakieś gówna,https://allegro.pl/listing?string=launch%20covers&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=tablice%20tabliczki%20parking%20i%20inne%20znaki%20drogowe&order=pd&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,"musielibyście bardziej kontrolować czy wystawiane towary sa opisane włąsciwymi parametrami np. czy czerwona bluzka nie ma zaznaczonego wyszukiwania wg koloru np bialego czy w kategorii meble nie ma wyposazenia typu kółko od fotela etc",https://allegro.pl/listing?string=outletjeans&order=m&bmatch=s0-odz-1-4-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=klakson%20toledo%202%202004&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win8,IE 10,,,,,,,,,,,,,
2,lepsza trafność/dopasowanie do wyszukiwanej frazy,https://allegro.pl/listing?string=gorczyca%20czarna%20bio&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,"za mało podkategorii zbyt dużo do przekopania",https://allegro.pl/tkaniny-obiciowe-76730?string=tkanina%20obiciowa%20jednolita%20faktura&order=d&bmatch=base-relevance-floki-5-nga-col-1-1-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=krety%20bomb&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=kaski%20motocyklowe%20rogi&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=bielizna%20miesi%C4%85czkowa&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,MacOSX,Safari 10.1,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=PLYTA%20GLOWNA%20NOKIA%207230&order=m&bmatch=s0-uni-1-4-0222,Desktop,WinXP,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=iphone%206%20z%20icloud&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=stempel%20do%20sk%C3%B3ry%20g%C5%82owy&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,MacOSX,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,"od dłuższego czasu wyszukiwanie praktycznie nie dział! tzn wyszukuje wszytko tylko nie  towar kturym jestem zainteresowany już lepiej żeby Aliexpress was zastąpił bo oni przynajmniej słuchają feeddbacku",https://allegro.pl/listing?string=38%20%20butelek%20po%20perfumach&order=p&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,MacOSX,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=procesor%20efekt%C3%B3w%20do%20gitary%20akustycznej&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,MacOSX,Firefox 48.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=pilot%20do%20prostownika%20rozruchowego&order=m&bmatch=s0-uni-1-4-0222,Desktop,WinVista,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=KOMPOSTOWNIK%20BETONOWY%20p%C5%82yta%20konstrukcyjna&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=ASUS%20B85M-G%20z%20grafik%C4%85&order=t&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/odziez-damska-kamizelki-76042?string=ASYMETRYCZNA%20PUCHOWA%20KAMIZELKA%20KAPTUR&bi_s=archiwum_allegro&bi_m=Button&bi_c=Product&bi_term=Odzie%C5%BC%2C%20Obuwie%2C%20Dodatki-1454_Odzie%C5%BC%20damska-76033_Kamizelki-76042&order=m&bmatch=base-relevance-floki-5-nga-odz-1-1-0222,Desktop,MacOSX,Safari 10.0.3,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=ECHO%20CS%20352%20ES&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win8.1,Maxthon 4.4.7.3000,,,,,,,,,,,,,
2,Jeśli znajdę to czego szukam,https://allegro.pl/listing?string=poduszka%20pod%20kark%20na%20fotel&order=p&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=systemy%20operacyjne%20linuks%20&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=%20pi%C5%82a%20formatowa%20ZIPPER&order=p&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win8,Opera 43.0.2442.1144,,,,,,,,,,,,,
2,celniejsze,https://allegro.pl/listing?string=klamerka%20na%20banknoty&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
2,znajduję w wynikach inwenter,https://allegro.pl/listing?string=INWERTER%20%20MATRYCY%20HP%20PAVILION%20DV5&order=p&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,WinXP,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/motoryzacja?string=citroen%20berlingo%202.0%20HDI%20przegub%20zewn%C4%99trzny&buyNew=1&order=m&bmatch=base-relevance-floki-5-nga-aut-1-3-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=SECESPOL%20LB%2031-30%20P%C5%81YTOWY%20WYMIENNIK%20CIEP%C5%81A%2030%20P%C5%81YT&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/rtv-i-agd?string=pralka%20siemens%20siwamat%20xl%20528%20wszystkie%20czesci&order=pd&bmatch=base-relevance-floki-5-nga-ele-1-5-0403,Desktop,Win7,Chrome 56.0.2924.87,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=r%C3%B3%C5%BCowe%20pompony%20do%20roweru&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,chcę znaleśc prezent,https://allegro.pl/zabawki-11818?string=zabawki%20dla%20chlopcow%203%2F4%20lata&order=m&bmatch=base-relevance-floki-05-nga-zab-1-5-0222,Desktop,Win10,IE 11,,,,,,,,,,,,,
2,kolor i cena,https://allegro.pl/listing?string=LU%20BOO%20NIEBIESKIE%20A%C5%BBUROWE%20TRAMPKI%20SNEAKERSY%20KOTURN&similar=1&link=1&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,żeby wyświetliło się to czego szukam,https://allegro.pl/listing?string=felgi%20stalowe%20volvo%20v70%201999&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,WinXP,Chrome 49.0.2623.112,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=fun%20fit%20trampolina%20siatka&order=p&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=mniszek%20lekarski%20wyci%C4%85g&order=d&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/czesci-samochodowe-620?string=opel%20omega%20%D0%B0&order=qd&bmatch=base-relevance-floki-5-nga-aut-1-2-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/bielizna-damska-majtki-112112?buyNew=1&counters=1&offerTypeBuyNow=1&utm_source=google&utm_medium=cpc&ev_campaign=Moda%20i%20uroda%20-%20Odzie%C5%BC%2C%20Obuwie%2C%20Dodatki%20-%20Bielizna%20damska&ev_adgr=Odzie%C5%BC%2C%20Obuwie%2C%20Dodatki%20-%20Bielizna%20damska%20-%20Majtki&ev_ln=%2Bmajtki%20%2Bdamskie%20%2Btanio&ev_content=114078535639&ev_n=g&string=kapcie%20dzieci%C4%99ce&order=qd&bmatch=s0-odz-1-4-0222,Desktop,WinVista,Chrome 49.0.2623.112,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=WK%C5%81ADKA%20do%20but%C3%B3w%20COCCINE%20LATEKS%20ALOE%20VERA&order=qd&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,nie znalazło produktu,https://allegro.pl/listing?string=no%C5%BCe%20RLM2600-T&order=qd&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/zwierzeta-akwarystyka-1118?string=filtr%20dla%20%C5%BC%C3%B3%C5%82wia&order=m&bmatch=base-relevance-floki-5-nga-hou-1-3-0203,Desktop,Win7,Maxthon 4.4.6.1000,,,,,,,,,,,,,
2,,https://allegro.pl/nawozy-i-preparaty-nawozy-126197?string=cn%20warszawa%20trawa&order=p&bmatch=base-relevance-floki-5-nga-hou-1-3-0203,Desktop,MacOSX,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=octavia%205e%20pas%20kompletny&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
2,więcej ofert z szukanym kolorem,https://allegro.pl/wyposazenie-dywany-i-dywaniki-9018?string=dywan%20shaggy%20jasnoniebieski&order=m&bmatch=base-relevance-floki-5-nga-hou-1-3-0203,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/manicure-i-pedicure-45658?string=zestaw%20zwyklych%20lakier%C3%B3w%20do%20paznokci&order=m&bmatch=base-relevance-floki-5-nga-uro-1-2-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=nilkin%20lenovo%20p2&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=KUBU%C5%9A%20PUCHATEK%20%20NAKLEJKI%20NA%20%C5%9ACIAN%C4%98%20-%20ZESTAW%20XXL&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/dom-i-zdrowie?string=przew%C3%B3d%20do%20pod%C5%82aczenia%20kuchenki%20z%20butla&order=qd&bmatch=base-relevance-floki-5-nga-hou-1-1-0203,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,nie mój rozmiar,https://allegro.pl/listing?string=wk%C5%82adki%20%C5%BCelowe%20%20do%20but%C3%B3w%20gel%20activ%2036&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=Ta%C5%9Bma%20power%20galaxy%20s3%20mini&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,"Usunąć kryterium ""trafność""",https://allegro.pl/listing?string=CAME%20KRONO%20KR310%20NAP%C4%98D%20DO%20BRAM%20SKRZYD%C5%81OWYCH&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
2,całkiem co innego,https://allegro.pl/listing?string=listwy%20drzwiowe%20bmw%207&buyNew=1&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,lepsza wyszujiwarka,https://allegro.pl/listing?string=LISTWA%20DRZWI%20DOLNA%20PRAW%20TY%C5%81%20VW%20PASSAT%203B0854950B&order=p&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Ubuntu,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=obudowa%20dla%20nastolatki%20na%20iphone%204&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=studnia%20obudowa%20na%20studnie%20kolumna&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/rtv-i-agd?string=projekt%20skrzyni&order=m&bmatch=base-relevance-floki-5-nga-ele-1-1-0403,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,być dokładniejsze,http://allegro.pl/listing/user/listing.php?string=mercedes%20a%20ryps&us_id=12961698&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/wyposazenie-zegary-541?string=zegarek%20%C5%9Bcienny%20cyfrowy&order=m&bmatch=base-relevance-floki-5-nga-hou-1-5-0203,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=wied%C5%BAmin%203%20xbox360&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
2,"pokazywało wg zapytania",https://allegro.pl/listing?string=klocki%20i%20tarcze%20hamulcowe%20prz%C3%B3d%20stilo%201%2C9%20jtd&order=p&bmatch=s0-uni-1-4-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/zabawki-samochody-i-pojazdy-86352?string=traktorek%20dla%20dziecka%20na%20peda%C5%82y&order=d&bmatch=base-relevance-floki-05-nga-zab-1-2-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/dekoracje-cukiernicze-dodatki-spozywcze-dekoracje-cukiernicze-111075?string=zdj%C4%99cie%20jadalne%20-%20op%C5%82atek%20na%20tort%20-%20prostok%C4%85tny&order=d&bmatch=base-relevance-floki-5-nga-hou-1-5-0203,Desktop,Win10,Chrome 56.0.2924.87,,,,,,,,,,,,,
2,,https://allegro.pl/artykuly-szkolne-piorniki-84735?string=niezb*%20pi%C3%B3rnik&price_from=50&order=dd&bmatch=base-relevance-floki-5-nga-bab-1-5-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=zas%C5%82ona%20z%20paciork%C3%B3w&order=m&bmatch=s0-uni-1-4-0222,Desktop,MacOSX,Safari 10.0.3,,,,,,,,,,,,,
2,,https://allegro.pl/stroje-kapielowe-jednoczesciowe-76025?string=ADIDAS%20MARKOWY%20STR%C3%93J%20K%C4%84PIELOWY&bi_s=archiwum_allegro&bi_m=Button&bi_c=Product&bi_term=Odzie%C5%BC%2C%20Obuwie%2C%20Dodatki-1454_Bielizna%20damska-75993_Stroje%20k%C4%85pielowe-76008_Jednocz%C4%99%C5%9Bciowe-76025&order=m&bmatch=base-relevance-floki-5-nga-odz-1-1-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,"musiałbym znaleźć to czego szukam",https://allegro.pl/po-1990-umundurowanie-12180?string=emblemat%20na%20mundur%20wz.%202010&order=m&bmatch=base-relevance-floki-5-nga-col-1-2-0222,Desktop,Win10,Opera 43.0.2442.1144,,,,,,,,,,,,,
2,,https://allegro.pl/zdrowie?string=odciazenie%20kregoslupa&order=m&bmatch=base-relevance-floki-5-nga-hou-1-2-0203,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=pojemnik%20na%20baterie%20ris&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
2,znalezienie poszukiwanej książki,https://allegro.pl/ksiazki-i-komiksy?ref=culture.entertainment-layer-main&string=wiersze%20skandaliczne&order=m&bmatch=s0-cul-1-4-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
2,szukałam siatki,https://allegro.pl/ogrod-rosliny-776?string=siatka%20lesna%20100&state=12&order=m&bmatch=base-relevance-floki-5-nga-hou-1-3-0203,Desktop,Win8.1,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/obuwie-sportowe-25959?string=adidas%20plecak%20&buyNew=1&plec=Dziewczynki&marka=Adidas&order=p&bmatch=s0-bab-1-4-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=Przerywacz%20kierunkowskaz%C3%B3w%20%20-%202%20pinowy%2012V&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,wyniki wyszukiwania musiałyby spełnić moje oczekiwania ;),https://allegro.pl/listing?string=kubek%20psycholog*&order=d&bmatch=s0-uni-1-4-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/pojazdy-elektryczne-quady-86400?string=PANTHERA%204T&order=m&bmatch=base-relevance-floki-5-nga-bab-1-3-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=wentylator%20ch%C5%82odnicy%20audi%20po%202008%20roku&order=p&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=przed%C5%82u%C5%BCacz%20z%C5%82%C4%85cza%20zapalniczki&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=uchwyt%20samochodowy%20dedykowany%20sony%20xperia%20xz&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,poprawcie wreszcie wyszukiwarkę!!! Wyszukuje WSZYSTKO ale nie to co wpisane:(  O pamiętam stare dobre czasy... Nie można teraz???,https://allegro.pl/listing?string=88%20x%20195%20drzwi%20szklane&order=m&bmatch=s0-uni-1-4-0222,Desktop,Win10,Firefox 50.0,,,,,,,,,,,,,
2,nie szuka felg,https://allegro.pl/czesci-samochodowe-620?string=Dekielek%20do%20felgi%20aluminiowej%20peugeot%20307&order=m&bmatch=base-relevance-floki-5-nga-aut-1-2-0222,Desktop,Win7,Chrome 56.0.2924.87,,,,,,,,,,,,,
2,nie wiem..mam zły dzień. nawet allegro nie poprawia mi humoru :|,https://allegro.pl/listing?string=dr%C4%85%C5%BCek%20natryskowy%20rea&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
2,gumki na weirtla przeciwpyłowe,https://allegro.pl/listing?string=oslona%20na%20wiertla%20przed%20pylem&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,IE 14.14393,,,,,,,,,,,,,
2,Aby wyświetlały sie części do tego modelu co wyszukuję,https://allegro.pl/czesci-samochodowe-620?ref=automotive-layer-main&string=lusterko%20lewe%20mercedes%20b%20klasa%202007&order=m&bmatch=base-relevance-floki-5-nga-aut-1-3-0222,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,"Szukam spodni 86 cm w pasie ale bezskutecznie są tylko podane cale co mija się z rzeczywistością bo jednym przypadku rozmiar 34 ma 84 cm w pasie 86 cm 88 cm a nawet 92 cm w pasie . To jakaś paranoja :(",https://allegro.pl/czesci-samochodowe-620?string=uchwyt%20napinacza%20xsara%20picasso%27&order=dd&bmatch=base-relevance-floki-5-nga-aut-1-3-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=proszek%20do%20lod%C3%B3w&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,nw,https://allegro.pl/listing?string=plecak%20worek%20holograficzny&order=d&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win7,Firefox 52.0,,,,,,,,,,,,,
2,Słowa klucz musialyby znalezc sie w opisie przedniotu,https://allegro.pl/utrzymanie-czystosci-myjki-do-okien-253351?string=magnetyczna%20myjka%20do%20okien&order=m&bmatch=s0-hou-1-4-0203,Desktop,Win7,Chrome 56.0.2924.87,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=przep%C5%82ywomierz%20audi%20a6%201.8%20t%20aeb&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,ou8,https://allegro.pl/listing?string=jogurtownica%20firmy%20BROWIN&order=p&bmatch=s0-uni-1-4-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=stanik%2085%20gg&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win8.1,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=MacBook%20Air%2013%20klawiatura%20przezroczysta&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,MacOSX,Safari 10.1,,,,,,,,,,,,,
2,,https://allegro.pl/zabawki-11818?string=pasy%20mistrzowskie&order=m&bmatch=base-relevance-floki-05-nga-zab-1-5-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=kurtyna%20laserowa&order=m&bmatch=base-relevance-floki-5-nga-uni-1-3-0222,Desktop,Win10,Firefox 52.0,,,,,,,,,,,,,
2,musiał bym znaleść tego co szukam,https://allegro.pl/listing?string=podkolanowki%20meskie%20kolorowe&order=m&bmatch=base-relevance-floki-5-nga-uni-1-2-0222,Desktop,Win7,Opera 43.0.2442.1144,,,,,,,,,,,,,
2,"więcy więcy więcy",https://allegro.pl/listing?string=nadruk%20na%20telefon%20honor%208&order=p&bmatch=s0-uni-1-4-0222,Desktop,Win8.1,Opera 43.0.2442.1144,,,,,,,,,,,,,
2,Namówić sprzedających do lepszych opisów,https://allegro.pl/komputery?string=klawiatura%20i%20myszka%20bezprzewodowa%20pod%C5%9Bwietlana&order=m&bmatch=base-relevance-floki-5-nga-ele-1-3-0403,Desktop,Win10,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,wiekszy wybor,https://allegro.pl/nakrycia-glowy-pozostale-5555?string=turbany%20lili%20kolekcja%20lato&order=m&bmatch=base-relevance-floki-5-nga-odz-1-3-0222,Desktop,Win8.1,Chrome 57.0.2987.133,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=D%C5%BAwignia%20hamulca%20lewa%20chrom%20skutery%20Romet%20Zipp&order=m&bmatch=base-relevance-floki-5-nga-uni-1-1-0222,Desktop,Win8.1,Firefox 52.0,,,,,,,,,,,,,
2,,https://allegro.pl/listing?string=dell%20latitude%20E%205330&order=m&bmatch=base-relevance-floki-5-nga-uni-1-5-0222,Desktop,Win7,Chrome 57.0.2987.133,,,,,,,,,,,,,
